,Author,Quotes,Likes,Tags
1703,Becca Fitzpatrick,“Sometimes bad things have to happen before good things can.”,225,"['bad-things-happen', 'crescendo', 'fallen-angel', 'good-things', 'life', 'patch']"
1704,Julie Kagawa,"“You don't dwell on what you've lost, you just move on.""-Allison”",225,"['laine-s-fave', 'life']"
1705,Shaun David Hutchinson,"“Your entire sense of self-worth is predicated upon your belief that you matter, that you matter to the universe. But you don't. Because we are the ants.”",225,"['life', 'universe', 'we-are-the-ants']"
1706,Leo Tolstoy,"“There are no conditions to which a person cannot grow accustomed, especially if he sees that everyone around him lives in the same way.”",224,"['conditions', 'life']"
1707,James Patterson,"“Good memories are like charms...Each is special. You collect them, one by one, until one day you look back and discover they make a long, colorful bracelet.”",223,['life']
1708,Dora J. Arod,"“I had a dream about you. You were an escalator, and I was a flight of stairs. You thought I was a Luddite, and I thought I was as ostrich, because I hadn’t figured out how to put the fly in flight. One day you broke down, and then you saw that you and I weren’t so different after all.”",41,"['dreaming', 'dreams', 'funny', 'humor', 'life', 'relationships', 'sleep', 'sleeping', 'word-junkies']"
1709,Dark Jar Tin Zoo,"“I had a dream about you. We installed Dr. Robert Jarvik’s artificial heart in a mannequin and brought it to life, only to later kill it because a creature that’s all fake heart and no brain is what’s commonly called a “politician,” and must be destroyed. ”",36,"['dreaming', 'dreams', 'funny', 'humor', 'life', 'relationships', 'sleep', 'sleeping', 'word-junkies']"
1710,Charles de Lint,"“We're all made of stories. When they finally put us underground, the stories are what will go on. Not forever, perhaps, but for a time. It's a kind of immortality, I suppose, bounded by limits, it's true, but then so's everything.”",437,"['life', 'stories']"
1711,Tennessee Williams,“Why did I write? Because I found life unsatisfactory.”,436,"['life', 'writing']"
1712,Sarah Dessen,"“If something doesn't work exactly right, or maybe needs some special treatment, you don't just throw it away. Everything can't be fully operational all the time. Sometimes, we need to have the patience to give something the little nudge it needs.”",336,['life']
1713,Libba Bray,"“I run after her, not really giving chase. I’m running because I can, because I must.",323,['life']
1714,Pascal Mercier,“A feeling is no longer the same when it comes the second time. It dies through the awareness of its return. We become tired and weary of our feelings when they come too often and last too long.”,297,"['emotions', 'feelings', 'life']"
1715,Rachel Carson,"“It is a curious situation that the sea, from which life first arose should now be threatened by the activities of one form of that life. But the sea, though changed in a sinister way, will continue to exist; the threat is rather to life itself.”",294,"['biology', 'curious', 'evolution', 'existence', 'life', 'ocean', 'science', 'sea', 'sinister', 'threat']"
1716,Ana Monnar,"“Whatever is going to happen will happen, whether we worry or not.”",291,"['destiny', 'fate', 'life', 'worries', 'worry']"
1717,Jonathan Safran Foer,“There's nothing wrong with not understanding yourself.”,289,"['life', 'people']"
1718,Haruki Murakami,"“People die all the time. Life is a lot more fragile than we think. So you should treat others in a way that leaves no regrets. Fairly, and if possible, sincerely. It's too easy not to make the effort, then weep and wring your hands after the person dies.”",279,"['death', 'effort', 'fragile', 'life', 'regrets', 'sincerity']"
1719,Lewis Carroll,“It would be so nice if something made sense for a change.”,272,['life']
1720,Douglas Coupland,"“Time ticks by; we grow older. Before we know it, too much time has passed and we've missed the chance to have had other people hurt us. To a younger me this sounded like luck; to an older me this sounds like a quiet tragedy.”",267,['life']
1721,Jonathan Harnisch,"“Sadly enough, the most painful goodbyes are the ones that are left unsaid and never explained.”",267,"['breaking-up', 'breakup', 'breakup-quote', 'breakup-quotes', 'breakups', 'death', 'death-and-dying', 'death-and-sickness', 'death-of-a-loved-one', 'friendship-lost', 'goodbye', 'goodbyes', 'life', 'life-and-living', 'life-philosophy', 'life-quotes', 'loss-of-a-child', 'loss-of-a-loved-one', 'loss-of-family', 'loss-of-hope', 'lost-love', 'pain', 'painful-memories', 'sudden-death']"
1722,Andrew Clements,"“Two wrongs don't make a right, but don't three lefts make a right? Two wrongs don't make a right, but don't two negatives make a positive?”",261,"['andrew', 'beautiful', 'clements', 'inspirational', 'ironic', 'life', 'oxemoron', 'paradox', 'wisdom']"
1723,E. Lockhart,"“They know that tragedy is not glamorous. They know it doesn't play out in life as it does on a stage or between the pages of a book. It is neither a punishment meted out nor a lesson conferred. Its horrors are not attributable to one single person. Tragedy is ugly and tangled, stupid and confusing.”",260,"['isnpirational', 'lessons', 'life', 'tragedy']"
1724,Hermann Hesse,"“I believe that I am not responsible for the meaningfulness or meaninglessness of life, but that I am responsible for what I do with the life I've got.”",235,"['life', 'meaning-of-life']"
1725,Ernest Hemingway,“Love is just another dirty lie. Love is ergoapiol pills to make me come around because you were afraid to have a baby. Love is quinine and quinine and quinine until I'm deaf with it. Love is that dirty aborting horror that you took me to. Love is my insides all messed up. It's half catheters and half whirling douches. I know about love. Love always hangs up behind the bathroom door. It smells like lysol. To hell with love. Love is making me happy and then going off to sleep with your mouth open while I lie awake all night afraid to say my prayers even because I know I have no right to anymore. Love is all the dirty little tricks you taught me that you probably got out of some book. All right. I'm through with you and I'm through with love.”,234,['life']
1726,Donald Miller,"“I think this is when most people give up on their stories. They come out of college wanting to change the world, wanting to get married, wanting to have kids and change the way people buy office supplies. But they get into the middle and discover it was harder than they thought. They can't see the distant shore anymore, and they wonder if their paddling is moving them forward. None of the trees behind them are getting smaller and none of the trees ahead are getting bigger. They take it out on their spouses, and they go looking for an easier story.”",230,"['ambition', 'life', 'perseverance']"
1727,Madonna,“I am my own experiment. I am my own work of art.”,227,"['art', 'creativity', 'identity', 'inspiration', 'life', 'self-esteem', 'self-love', 'strength', 'women']"
1728,Nikola Tesla,"“Life is and will ever remain an equation incapable of solution, but it contains certain known factors.”",226,"['humor', 'inspiration', 'inspirational', 'life', 'science']"
1729,Pythagoras,"“If there be light, then there is darkness; if cold, heat; if height, depth; if solid, fluid; if hard, soft; if rough, smooth; if calm, tempest; if prosperity, adversity; if life, death.”",224,"['darkness', 'death', 'life', 'light']"
1730,Kazuo Ishiguro,"“But what is the sense in forever speculating what might have happened had such and such a moment turned out differently? One could presumably drive oneself to distraction in this way. In any case, while it is all very well to talk of 'turning points', one can surely only recognize such moments in retrospect. Naturally, when one looks back to such instances today, they may indeed take the appearance of being crucial, precious moments in one's life; but of course, at the time, this was not the impression one had. Rather, it was as though one had available a never-ending number of days, months, years in which to sort out the vagaries of one's relationship with Miss Kenton; an infinite number of further opportunities in which to remedy the effect of this or that misunderstanding. There was surely nothing to indicate at the time that such evidently small incidents would render whole dreams forever irredeemable.”",224,"['life', 'love', 'memory']"
1731,Samantha Shannon,"“We may be small, and we may be young, but we will shake the world for our beliefs.”",224,['life']
1732,Richard Bach,"“No matter how qualified or deserving we are, we will never reach a better life until we can imagine it for ourselves and allow ourselves to have it.”",220,['life']
1733,Saul D. Alinsky,"“Life is an adventure of passion, risk, danger, laughter, beauty, love; a burning curiosity to go with the action to see what it is all about, to go search for a pattern of meaning, to burn one's bridges because you're never going to go back anyway, and to live to the end.”",220,"['curiosity', 'life', 'passion']"
1734,Holly Black,“I need you to be happy. I need one of us to be happy.”,220,"['conflict', 'happy', 'life', 'miserable', 'sad']"
1735,Patrick Ness,"“We have to lie to ourselves to live. Otherwise, we'd go crazy.”",220,"['lie', 'life']"
1736,Chuck Palahniuk,“Only after disaster can we be resurrected.”,219,"['destruction', 'life', 'loss', 'resurrection']"
1737,Roy T. Bennett,"“You attract who you are being. When you work at being the type of person that you want to attract, you attract those kinds of people into your life.”",218,"['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'laws-of-attraction', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
1738,Conan O'Brien,"“When all else fails, there's always delusion.”",217,"['absurd', 'life']"
1739,Evanescence,"“If people make fun of you, that probably means you're doing something right.”",211,"['inspirational', 'life', 'people']"
1740,George Augustus Moore,“A man travels the world over in search of what he needs and returns home to find it.”,371,"['home', 'life', 'travel']"
1741,Fernando Pessoa,"“If after I die, people want to write my biography, there is nothing simpler. They only need two dates: the date of my birth and the date of my death. Between one and another, every day is mine.”",313,"['birth', 'death', 'intimacy', 'life', 'poetry', 'privacy']"
1742,Joseph Campbell,“You enter the forest,307,"['inspirational', 'life', 'way']"
1743,Jim Rohn,“Don't wish it was easier wish you were better. Don't wish for less problems wish for more skills. Don't wish for less challenge wish for more wisdom”,293,"['life', 'wisdom']"
1744,Gena Showalter,"“There’s a really stupid saying: When life hands you a lemon, make lemonade. Well, I have a better saying: When life hands you a lemon, shove that lemon up its stupid butt.”",290,['life']
1745,Roy T. Bennett,“Believe in your infinite potential. Your only limitations are those you set upon yourself.,276,"['abilities', 'ability', 'believe', 'believe-in-yourself', 'confidence', 'dream', 'dreams', 'empowerment', 'hope', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'limitations', 'limits', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential', 'self-doubt', 'spiritual-growth', 'spirituality']"
1746,Carrie Ryan,"“You stay safe, You love. You survive. You laugh and cry and struggle and sometimes you fail and sometimes you succeed. You Push.”",251,"['cry', 'fail', 'laugh', 'life', 'love', 'push', 'safe', 'struggle', 'succeed', 'survive', 'you']"
1747,Mandy Hale,“Single” is an opportunity to live life on your own terms and not apologize.”,236,"['being-single', 'confidence', 'embracing-your-singleness', 'holding-out-for-the-best', 'independence', 'life', 'live-life-on-your-own-terms', 'living-in-the-moment', 'loving-yourself', 'no-apologies', 'not-settling', 'opportunity', 'positive-thinking', 'single', 'single-journey', 'single-life', 'single-woman', 'singleness', 'the-single-woman']"
1748,Louisa May Alcott,"“Keep good company, read good books, love good things and cultivate soul and body as faithfully as you can.”",232,"['books', 'inspirational', 'life']"
1749,Stephen Chbosky,"“It’s strange how things can change back as suddenly as they changed originally. When one thing happens and suddenly, things are back to normal.”",231,"['life', 'things']"
1750,Tom Hiddleston,"“Never stop. Never stop fighting. Never stop dreaming. And don’t be afraid of wearing your heart on your sleeve - in declaring the films that you love, the films that you want to make, the life that you’ve had, and the lives you can help reflect in cinema. For myself, for a long time… maybe I felt inauthentic or something, I felt like my voice wasn’t worth hearing, and I think everyone’s voice is worth hearing. So if you’ve got something to say, say it from the rooftops.”",231,"['dreaming', 'honesty', 'life', 'tom-hiddleston']"
1751,Roy T. Bennett,"“Every challenge you face today makes you stronger tomorrow. The challenge of life is intended to make you better, not bitter.”",231,"['challenge', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'strong']"
1752,Anthony Robbins,"“The path to success is to take massive, determined action.”",229,"['life', 'wisdom']"
1753,Rupi Kaur,“it was when I stopped searching for home within others and lifted the foundations of home within myself I found there were no roots more intimate than those between a mind and body that have decided to be whole.”,224,"['awakening', 'awareness', 'grounded', 'life', 'spiritual', 'wholeness']"
1754,Gemma Malley,“He said that we belonged together because he was born with a flower and I was born with a butterfly and that flowers and butterflies need each other for survival.”,221,"['anna', 'butterflies', 'butterfly', 'death', 'flower', 'flowers', 'gemma', 'life', 'love', 'malley', 'peter', 'the-declaration']"
1755,Jandy Nelson,“What if I'm in charge of my own damn light switch?”,220,"['jude-sweetwine', 'life', 'light']"
1756,Jostein Gaarder,"“So now you must choose... Are you a child who has not yet become world-weary? Or are you a philosopher who will vow never to become so? To children, the world and everything in it is new, something that gives rise to astonishment. It is not like that for adults. Most adults accept the world as a matter of course. This is precisely where philosophers are a notable exception. A philosopher never gets quite used to the world. To him or her, the world continues to seem a bit unreasonable - bewildering, even enigmatic. Philosophers and small children thus have an important faculty in common. The only thing we require to be good philosophers is the faculty of wonder…”",219,"['children', 'curiosity', 'life', 'philosophy']"
1757,Roy T. Bennett,"“If you have kindness in your heart, you offer acts of kindness to touch the hearts of others wherever you go—whether they are random or planned. Kindness becomes a way of life.”",219,"['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'kindness', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
1758,Sidney Sheldon,“Because there was a hunger in me to see everything and do everything. I wanted to be everyone I saw. I wasn't enough for me. Can you understand that?”,218,"['ambition', 'learn', 'life', 'power']"
1759,John Berger,“Autobiography begins with a sense of being alone. It is an orphan form.”,217,"['autobiography', 'john-berger', 'life', 'self', 'writing']"
1760,Nick Flynn,"“Here's a secret: Everyone, if they live long enough, will lose their way at some point. You will lose your way, you will wake up one morning and find yourself lost. This is a hard, simple truth. If it hasn't happened to you yet, consider yourself lucky. When it does, when one day you look around and nothing is recognizable, when you find yourself alone in a dark wood having lost the way, you may find it easier to blame it on someone else -- an errant lover, a missing father, a bad childhood -- or it may be easier to blame the map you were given -- folded too many times, out-of-date, tiny print -- but mostly, if you are honest, you will only be able to blame yourself.",217,"['143', 'life', 'torture']"
1761,Louis C.K.,“You’ll be fine. You’re 25. Feeling [unsure] and lost is part of your path. Don’t avoid it. See what those feelings are showing you and use it. Take a breath. You’ll be okay. Even if you don’t feel okay all the time.”,217,"['feelings', 'fine', 'life', 'okay', 'unsure']"
1762,Brian Tracy,“The only real limitation on your abilities is the level of your desires. If you,216,"['life', 'wisdom']"
1763,Tim Burton,"“Son, are you happy?",215,['life']
1764,Mhairi McFarlane,"“Do nothing, and nothing happens. Life is about decisions. You either make them or they're made for you, but you can't avoid them.”",214,"['decisions', 'inspirational', 'life']"
1765,Matt Smith,"“I think, that if the world were a bit more like ComicCon, it would be a better place.”",214,"['comiccon', 'doctor-who', 'geeks', 'happiness', 'life', 'nerds', 'truth', 'words-of-wisdom']"
1766,Andy Warhol,“Being born is like being kidnapped. And then sold into slavery.”,213,['life']
1767,Roy T. Bennett,“Great goals make great people. People cannot hit what they do not aim for.”,213,"['goal', 'goals', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
1768,Hubert Selby Jr.,"“There's a sorrow and pain in everyone's life, but every now and then there's a ray of light that melts the loneliness in your heart and brings comfort like hot soup and a soft bed.”",211,"['comfort', 'life', 'light', 'loneliness', 'pain', 'sorrow']"
1769,Hilary Duff,"“I can’t really act the way I want to act, or say what I want to say all the time. And a lot of times, I cover that up with a smile.”",208,"['hide', 'life']"
1770,Neil Gaiman,"“In every way that counted, I was dead. Inside somewhere maybe I was screaming and weeping and howling like an animal, but that was another person deep inside, another person who had no access to the lips and face and mouth and head, so on the surface I just shrugged and smile and kept moving. If I could have physically passed away, just let it all go, like that, without doing anything, stepped out of life as easily as walking through a door I would have done. But I was going to sleep at night and waking in the morning, disappointed to be there and resigned to existence.”",329,"['depression', 'life']"
1771,Germany Kent,"“It's a funny thing about life, once you begin to take note of the things you are grateful for, you begin to lose sight of the things that you lack.”",295,"['abundant-thinking', 'acceptance-of-oneself', 'acceptance-quotes', 'accepting-yourself', 'affirmation', 'affirmation-and-attitude', 'attitude-of-gratitude', 'award-winning-authors', 'be-grateful-for-being-alive', 'be-grateful-for-what-you-have', 'be-grateful-for-your-blessings', 'be-grateful-for-your-life', 'be-grateful-in-life', 'be-grateful-with-your-life', 'be-thankful', 'be-thankful-for-each-day', 'be-thankful-for-what-you-have', 'be-thankful-to-be-alive', 'be-you', 'be-yourself', 'be-yourself-inspirational', 'be-yourself-original', 'be-yourself-quotes', 'begin-to-take-note', 'best-selling-authors', 'body-mind-spirit', 'content', 'contentment', 'contentment-and-attitude', 'contentment-quotes', 'correct-path', 'correct-your-errors', 'correct-your-mistakes', 'enough', 'enough-said', 'fact', 'facts-of-life', 'facts-wisdom', 'find-yourself', 'finding-oneself', 'finding-your-way', 'finding-yourself', 'food-for-thought', 'fulfillment', 'funny-thing-about-life', 'germany-kent', 'germany-kent-quote', 'germany-kent-quotes', 'grateful-attitude', 'grateful-heart', 'grateful-outlook', 'grateful-person', 'grateful-quotes', 'grateful-soul', 'grateful-thinking', 'gratefulness', 'gratefulness-quotes', 'gratitude', 'gratitude-happiness-inner-peace', 'gratitude-is-a-choice', 'gratitude-life-happiness-success', 'gratitude-mind', 'gratitude-quotes', 'gratitude-works', 'gratitudes', 'happiness', 'having-enough', 'heal', 'healing-the-past', 'healthy-habits', 'healthy-lifestyle', 'healthy-living', 'hope-guru', 'inner-peace', 'keys-to-success', 'knowing-oneself', 'knowledge-wisdom', 'life', 'life-and-living', 'life-and-living-insight', 'life-and-living-life-philosophy', 'life-changing', 'life-choices', 'life-lessons', 'life-lessons-quotes', 'life-philosophy', 'life-quotes', 'life-quotes-and-sayings', 'love-your-life', 'love-yourself', 'love-yourself-deeply', 'love-yourself-first', 'love-yourself-quote', 'love-yourself-quotes', 'love-yourself-unconditionally', 'mentality', 'mind-body-soul', 'mind-body-spirit', 'mind-body-spirit-authors', 'mindfulness', 'mindset', 'mindset-change', 'mindset-positive', 'motivate', 'motivational-guru', 'motivational-inspirational', 'motivational-speaker', 'motivational-speakers', 'not-enough', 'personal-development', 'personal-growth', 'perspective', 'point-taken', 'positive-attitude', 'positive-attitude-quotes', 'positive-energy', 'positive-living', 'positive-thinking', 'positivity', 'power-of-positive-thinking', 'power-of-positivity', 'powerful', 'real-talk', 'reality', 'reality-of-life', 'reality-of-things', 'reality-quotes', 'resilience', 'respect', 'respect-quotes', 'respect-yourself', 'respecting-yourself', 'self-help-authors', 'success', 'success-self-improvement', 'success-tips', 'successful-people', 'take-note', 'thankful', 'thankful-attitude', 'the-hope-guru', 'thinking', 'thinking-for-change', 'thinking-process', 'thinking-quotes', 'transformation', 'transformation-quotes', 'transformational', 'transformational-authors', 'transformational-speakers', 'trust-yourself', 'truth', 'truth-of-life', 'truth-quotes-honesty-quotes', 'truths', 'wise-sayings-inspiration', 'wise-words', 'wise-words-inner-strength', 'word-to-the-wise']"
1772,Mindy Kaling,"“I simply regard romantic comedies as a subgenre of sci-fi, in which the world created therein has different rules than my regular human world.”",275,"['funny', 'life', 'romantic-comedy', 'science-fiction']"
1773,Jackson Pearce,"“It is beautiful, it is endless, it is full and yet seems empty. It hurts us.”",263,"['beautiful', 'emotions', 'emptiness', 'empty', 'fathomless', 'jackson-pearce', 'life', 'loneliness', 'lonely', 'ocean', 'pain', 'painful', 'quotes', 'sadness']"
1774,Victoria Schwab,"“She cracked a smile. ""So what's your poison?""",260,"['life', 'living', 'poison', 'truth']"
1775,Ramon Bautista,“There's more to life than love.”,255,"['inspiration', 'life', 'moving-on', 'tagalog']"
1776,Franz Kafka,"“All I am is literature, and I am not able or willing to be anything else.”",244,"['life', 'literature']"
1777,Ralph Waldo Emerson,“Life is a series of surprises and would not be worth taking or keeping if it were not.”,240,"['inspirational', 'life']"
1778,Marcus Aurelius,"“Your days are numbered. Use them to throw open the windows of your soul to the sun. If you do not, the sun will soon set, and you with it.”",239,"['giving', 'goals', 'goals-in-life', 'life', 'mortality', 'priorities']"
1779,R.D. Laing,“Life is a sexually transmitted disease and the mortality rate is one hundred percent.”,235,"['death', 'disease', 'life', 'sex']"
1780,Holly Black,“I need to stop fantasizing about running away to some other life and start figuring out the one I have.”,235,"['ben-evans', 'benjamin-evans', 'life', 'running-away']"
1781,Dark Jar Tin Zoo,"“To find out if she really loved me, I hooked her up to a lie detector. And just as I suspected, my machine was broken. ”",228,"['broken', 'deceit', 'deception', 'denial', 'deny', 'funny', 'honest', 'honesty', 'humor', 'illogical', 'illusion', 'lie', 'lie-detector', 'lies', 'life', 'love', 'machine', 'relationships', 'suspicion', 'women', 'word-junkies']"
1782,H. P. Lovecraft,"“Contrary to what you may assume, I am not a pessimist but an indifferentist- that is, I don't make the mistake of thinking that the... cosmos... gives a damn one way or the other about the especial wants and ultimate welfare of mosquitoes, rats, lice, dogs, men, horses, pterodactyls, trees, fungi, dodos, or other forms of biological energy.”",221,"['death', 'life', 'religion']"
1783,Lao Tzu,“The reason why the universe is eternal is that it does not live for itself; it gives life to others as it transforms.”,221,"['life', 'universe']"
1784,Emma Donoghue,“People don't always want to be with people. It gets tiring.”,220,"['human-contact', 'humans', 'life', 'people']"
1785,Joe L. Wheeler,“There is something incredibly nostalgic and significant about the annual cascade of autumn leaves.”,219,"['autumn', 'changing-seasons', 'life', 'nostalgia', 'seasons']"
1786,Hasan Al-Basri,"“The world is 3 days: As for yesterday, it has vanished along with all that was in it. As for tomorrow, you may never see it. As for today, it is yours, so work on it.”",218,"['gratitude', 'islam', 'life', 'reality', 'wisdom', 'world']"
1787,Jason Mraz,"“Because I trust in the ever-changing climate of the heart. (At least, today I feel that way.) I think it is necessary to have many experiences for the sake of feeling something; for the sake of being challenged, and for the sake of being expressive, to offer something to someone else, to learn what we are capable of.”",218,"['education', 'expression', 'feelings', 'humor', 'inspirational', 'learning', 'life', 'love', 'truth']"
1788,Patrick Ness,"“You said we all want there to be more than this! Well, there's always more than this. There's always something you don't know.”",214,"['existence', 'life']"
1789,Immanuel Kant,"“Rules for happiness: something to do, someone to love, something to hope for.”",213,"['happiness', 'happy-life', 'hope', 'inspirational', 'life', 'love']"
1790,Steve Maraboli,“Love yourself. Forgive yourself. Be true to yourself. How you treat yourself sets the standard for how others will treat you.”,212,"['be-true', 'forgive', 'happiness', 'life', 'love-yourself', 'success']"
1791,Chuck Palahniuk,“You had to risk your life to get love. You had to get right to the edge of death to ever be saved.”,211,['life']
1792,Annie Dillard,"“How we spend our days is, of course, how we spend our lives. What we do with this hour, and that one, is what we are doing. A schedule defends from chaos and whim. It is a net for catching days. It is a scaffolding on which a worker can stand and labor with both hands at sections of time. A schedule is a mock-up of reason and order—willed, faked, and so brought into being; it is a peace and a haven set into the wreck of time; it is a lifeboat on which you find yourself, decades later, still living.”",210,"['habit', 'life', 'living', 'schedule']"
1793,Horace,“Rule your mind or it will rule you.”,210,"['be-strong', 'be-yourself', 'independence', 'inspiration', 'inspirational', 'life', 'living', 'rule', 'self-help', 'stay-strong', 'strength', 'the-mind']"
1794,Parker J. Palmer,"“Before I can tell my life what I want to do with it, I must listen to my life telling me who I am.”",208,"['being', 'life', 'life-plan', 'vocation']"
1795,Susanna Kearsley,"“The past can teach us, nurture us, but it cannot sustain us. The essence of life is change, and we must move ever forward or the soul will wither and die.”",208,"['change', 'life', 'past']"
1796,Jandy Nelson,"“Maybe a person is just made up of a lot of people,"" I say. ""Maybe we're accumulating these new selves all the time.”",208,"['jude-sweetwine', 'life', 'personality', 'self', 'selves']"
1797,Vera Nazarian,“Would you like to know your future?,207,"['advance', 'coming', 'expectations', 'expected', 'fortell', 'fortelling', 'fortune', 'future', 'journey', 'knowing-ahead', 'knowledge', 'life', 'motivation', 'motive', 'motives', 'mystery', 'news', 'next', 'precognition', 'revelation', 'surprise', 'surprise-endings', 'surprises', 'survival', 'survive', 'tomorrow', 'unexpected', 'unknown']"
1798,William Golding,"“He found himself understanding the wearisomeness of this life, where every path was an improvisation and a considerable part of one's waking life was spent watching one's feet.”",205,"['life', 'tiredness']"
1799,Cesare Pavese,"“We do not remember days, we remember moments. The richness of life lies in memories we have forgotten.”",204,"['life', 'memory']"
1800,Rick Warren,“The best use of life is love. The best expression of love is time. The best time to love is now.”,345,"['life', 'love', 'sacrifice', 'the-purpose-driven-life', 'time']"
1801,Eric Idle,"“Life doesn't make any sense, and we all pretend it does. Comedy's job is to point out that it doesn't make sense, and that it doesn't make much difference anyway.”",303,"['comedy', 'humor', 'life', 'wisdom']"
1802,Neil Gaiman,"“Normally, in anything I do, I'm fairly miserable. I do it, and I get grumpy because there is a huge, vast gulf, this aching disparity, between the platonic ideal of the project that was living in my head, and the small, sad, wizened, shaking, squeaking thing that I actually produce.”",260,"['life', 'writing']"
1803,مصطفى محمود,“إذا خفيت عنا الحكمة في العذاب أحيانا.. فلأننا لا ندرك كل شيء ولا نعرف كل شيء، ولا ندرك من القصة إلا تلك المرحلة المحدودة بين قوسين اسمها الدنيا.. أما ما قبل ذلك ومابعد ذلك فهو بالنسبة لنا غيب محجوب.. ولذا يجب أن نصمت في احترام ولانطلق الأحكام..”,255,"['life', 'religion', 'sad', 'torture']"
1804,Toba Beta [Betelgeuse Incident],“I don't judge people.,254,"['attention', 'blurs', 'center', 'focus', 'judge', 'judgement', 'life', 'people', 'secret', 'self']"
1805,Alan Watts,"“If you say that getting the money is the most important thing, you'll spend your life completely wasting your time. You'll be doing things you don't like doing in order to go on living, that is to go on doing thing you don't like doing, which is stupid.”",252,"['career', 'dream', 'life', 'money', 'time', 'wasting', 'work']"
1806,Thomas Pynchon,"“It's been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.”",246,"['atheism', 'death', 'life']"
1807,Charles Bukowski,"“After dinner or lunch or whatever it was -- with my crazy 12-hour night I was no longer sure what was what -- I said, ""Look, baby, I'm sorry, but don't you realize that this job is driving me crazy? Look, let's give it up. Let's just lay around and make love and take walks and talk a little. Let's go to the zoo. Let's look at animals. Let's drive down and look at the ocean. It's only 45 minutes. Let's play games in the arcades. Let's go to the races, the Art Museum, the boxing matches. Let's have friends. Let's laugh. This kind of life like everybody else's kind of life: it's killing us.”",230,"['life', 'love']"
1808,Sylvia Plath,“I have stitched life into me like a rare organ,227,"['death', 'life', 'sylvia-plath']"
1809,Carl Sandburg,"“Life is like an onion; you peel it off one layer at a time, and sometimes you weep.”",227,"['crying', 'life', 'simile']"
1810,Becca Fitzpatrick,"“I missed you, Angel. Not one day went by that I didn't feel you missing from my life. You haunted me to the point that I began to believe Hank had gone back on his oath and killed you. I couldn't escape you and I didn't want to. You tortured me, but it was better than losing you.”",224,"['haunted', 'heartache', 'life', 'loss', 'love', 'missing']"
1811,Henry James,"“Life is, in fact, a battle. Evil is insolent and strong; beauty enchanting, but rare; goodness very apt to be weak; folly very apt to be defiant; wickedness to carry the day; imbeciles to be in great places, people of sense in small, and mankind generally unhappy. But the world as it stands is no narrow illusion, no phantasm, no evil dream of the night; we wake up to it, forever and ever; and we can neither forget it nor deny it nor dispense with it.”",218,"['adversity', 'life', 'perseverance', 'struggle']"
1812,Sakyong Mipham,"“Like gravity, karma is so basic we often don't even notice it.”",218,"['karma', 'life']"
1813,Carlos Ruiz Zafón,“Most of us have the good or bad fortune of seeing our lives fall apart so slowly we barely notice.”,216,"['fortune', 'life']"
1814,Anirban Bose,“The desire to love someone always exceeds the desire to be loved by someone & that's exactly why we end up loving the person who doesn't deserve that LOVE.”,215,"['affairs', 'life', 'love', 'relationships']"
1815,Roy T. Bennett,"“You have come a long way and have won many battles. Whenever you’re faced with a difficult or challenging situation, you’ll overcome it. Yes, you can.”",215,"['challenge', 'difficulty', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
1816,Hlovate,"“Everybody know death is inevitably coming, but it never fails to catch everybody by surprise everytime one is going”",214,"['death', 'life']"
