,Author,Quotes,Likes,Tags
2651,Sheri L. Dew,"“If you're serious about sanctification, you can expect to experience heart-wrenching moments that try your faith, your endurance, and your patience.”",104,"['endurance', 'faith', 'inspirational', 'lds', 'patience', 'sanctification']"
2652,Pope Francis,"“The media only writes about the sinners and the scandals, he said, but that's normal, because 'a tree that falls makes more noise than a forest that grows.”",100,['inspirational']
2653,Antoine de Saint-Exupéry,"“The house, the stars, the desert -- what gives them their beauty is something that is invisible!”",97,['inspirational']
2654,Nora Ephron,“Vera said: “Why do you feel you have to turn everything into a story?”,97,['inspirational']
2655,Mustafa Kemal Atatürk,"“Human kind is made up of two sexes, women and men. Is it possible that a mass is improved by the improvement of only one part and the other part is ignored? Is it possible that if half of a mass is tied to earth with chains and the other half can soar into skies?”",96,"['inspirational', 'rights', 'women']"
2656,Daisaku Ikeda,"“The institutions of human society treat us as parts of a machine. They assign us ranks and place considerable pressure upon us to fulfill defined roles. We need something to help us restore our lost and distorted humanity. Each of us has feelings that have been suppressed and have built up inside. There is a voiceless cry resting in the depths of our souls, waiting for expression. Art gives the soul's feelings voice and form.”",94,"['buddhism', 'destiny', 'happiness', 'humanism', 'inspirational', 'karma', 'peace', 'self-reformation']"
2657,Viktor E. Frankl,"“To the European, it is a characteristic of the American culture that, again and again, one is commanded and ordered to 'be happy.' But happiness cannot be pursued; it must ensue. One must have a reason to 'be happy.' Once the reason is found, however, one becomes happy automatically. As we see, a human being is not one in pursuit of happiness but rather in search of a reason to become happy, last but not least, through actualizing the potential meaning inherent and dormant in a given situation.”",92,"['happiness', 'inspirational', 'life', 'meaning']"
2658,Benjamin Franklin,“...there will be sleeping enough in the grave....”,92,['inspirational']
2659,Alexandra Bracken,"“I don’t care,” I said, leaning my head back against the seat. “Can we just get lost and see where that lands us?”",92,['inspirational']
2660,Suzy Toronto,“Life is All About How you Handle Plan B,90,"['humor', 'inspirational']"
2661,Billie Joe Armstrong,“‎The day you become old is the day you're not looking for new experiences anymore.”,90,"['green-day', 'inspirational', 'musician']"
2662,Gayle Forman,"“I do have a point to all this,” she continues. “There are like twenty people in that waiting room right now. Some of them are related to you. Some of them are not. But we’re all your family.” She stops now. Leans over me so that the wisps of her hair tickle my face. She kisses me on the forehead. “You still have a family,” she whispers.”",90,"['family', 'inspirational', 'tragedy', 'young-adult']"
2663,L.J. Smith,“There is nothing frightening in the dark if you just face it.”,88,['inspirational']
2664,Paul Arden,"“Too many people spend too much time trying to perfect something before they actually do it. Instead of waiting for perfection, run with what you go, and fix it along the way…”",88,"['inspirational', 'perfectionism', 'public-speaking', 'true-to-life']"
2665,hannah hart,"“Nobody is wired wrong, because there’s no wrong and right in the way we are.”",88,"['homosexuality', 'inspirational', 'wisdom', 'yourself']"
2666,Lisa Unger,"“The Universe doesn't like secrets. It conspires to reveal the truth, to lead you to it.”",87,"['inspirational', 'secrets', 'trust', 'truth']"
2667,Colleen Houck,"“You must learn to take a step back and visualize the whole piece. If you focus only on the thread given to you, you lose sight of what it can become. ”",86,['inspirational']
2668,Marilyn monroe,“A smile is the best makeup a girl could wear”,86,['inspirational']
2669,Phil Lester,"“The moral of the story is even though that seemed like the end of the world back then, right now I can look back on it and laugh. And if anyone is going through something similar right now just know it will get better.”",83,"['dating-advice', 'experience', 'inspirational', 'life-advice', 'life-gets-better', 'life-lessons', 'looking-ahead', 'love', 'past-experiences', 'sadness']"
2670,Oswald Chambers,"“If through a broken heart God can bring His purposes to pass in the world, then thank Him for breaking your heart.”",350,['inspirational']
2671,Sophie Kinsella,"“If you can't be honest with your friends and colleagues and loved ones, then what is life all about?”",248,"['friendship', 'inspirational', 'love']"
2672,Rene Daumal,"“You cannot stay on the summit forever; you have to come down again. So why bother in the first place? Just this: What is above knows what is below, but what is below does not know what is above. One climbs, one sees. One descends, one sees no longer, but one has seen. There is an art of conducting oneself in the lower regions by the memory of what one saw higher up. When one can no longer see, one can at least still know.”",201,['inspirational']
2673,Steve Maraboli,“Sometimes it's the same moments that take your breath away that breathe purpose and love back into your life.”,192,"['breath', 'inspirational', 'life', 'love', 'moments', 'purpose']"
2674,Nick Hornby,"“There had been times when he knew, somewhere in him, that he would get used to it, whatever it was, because he had learnt that some hard things became softer after a very little while.”",176,"['adversity', 'depression', 'hard-times', 'inspirational', 'life']"
2675,Paul Theroux,"“The wish to travel seems to me characteristically human: the desire to move, to satisfy your curiosity or ease your fears, to change the circumstances of your life, to be a stranger, to make a friend, to experience an exotic landscape, to risk the unknown..”",153,"['inspirational', 'risk', 'travel']"
